external_id,reference,color,tra_value,size,label,ean,image,price
A06JI98420,A06JI,ZG7,variante 2,42,3 BODIES NAISS MC,3666576082344,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI98460,A06JI,ZG7,variante 2,46,3 BODIES NAISS MC,3666576082337,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI98480,A06JI,ZG7,variante 2,48,3 BODIES NAISS MC,3666576082375,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JJ01050,A06JJ,56B,THUYA,5,CIRE,3666576014758,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ01F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ01060,A06JJ,56B,THUYA,6,CIRE,3666576014765,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ01F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ01100,A06JJ,56B,THUYA,10,CIRE,3666576014789,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ01F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ01110,A06JJ,56B,THUYA,11,CIRE,3666576014796,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ01F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ01120,A06JJ,56B,THUYA,12,CIRE,3666576014802,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ01F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ01130,A06JJ,56B,THUYA,13,CIRE,3666576014819,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ01F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ01500,A06JJ,56B,THUYA,50,CIRE,3666576014772,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ01F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ02050,A06JJ,ELL,EDNA,5,CIRE,3666576014826,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ02F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ02060,A06JJ,ELL,EDNA,6,CIRE,3666576014833,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ02F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ02100,A06JJ,ELL,EDNA,10,CIRE,3666576014857,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ02F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ02110,A06JJ,ELL,EDNA,11,CIRE,3666576014864,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ02F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ02120,A06JJ,ELL,EDNA,12,CIRE,3666576014871,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ02F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ02130,A06JJ,ELL,EDNA,13,CIRE,3666576014888,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ02F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ02500,A06JJ,ELL,EDNA,50,CIRE,3666576014840,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ02F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ03050,A06JJ,FOZ,SALINE,5,CIRE,3666576014895,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ03F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ03060,A06JJ,FOZ,SALINE,6,CIRE,3666576014901,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ03F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ03100,A06JJ,FOZ,SALINE,10,CIRE,3666576014925,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ03F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ03110,A06JJ,FOZ,SALINE,11,CIRE,3666576014932,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ03F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ03120,A06JJ,FOZ,SALINE,12,CIRE,3666576014949,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ03F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ03130,A06JJ,FOZ,SALINE,13,CIRE,3666576014956,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ03F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ03500,A06JJ,FOZ,SALINE,50,CIRE,3666576014918,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ03F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ04050,A06JJ,491,VINTAGE,5,CIRE,3666576014963,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ04F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ04060,A06JJ,491,VINTAGE,6,CIRE,3666576014970,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ04F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ04100,A06JJ,491,VINTAGE,10,CIRE,3666576014994,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ04F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ04110,A06JJ,491,VINTAGE,11,CIRE,3666576015007,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ04F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ04120,A06JJ,491,VINTAGE,12,CIRE,3666576015014,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ04F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ04130,A06JJ,491,VINTAGE,13,CIRE,3666576015021,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ04F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ04500,A06JJ,491,VINTAGE,50,CIRE,3666576014987,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ04F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ05050,A06JJ,156,CORRIDA,5,CIRE,3666576015038,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ05F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ05060,A06JJ,156,CORRIDA,6,CIRE,3666576015045,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ05F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JJ05100,A06JJ,156,CORRIDA,10,CIRE,3666576015069,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ05F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ05110,A06JJ,156,CORRIDA,11,CIRE,3666576015076,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ05F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ05120,A06JJ,156,CORRIDA,12,CIRE,3666576015083,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ05F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ05130,A06JJ,156,CORRIDA,13,CIRE,3666576015090,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ05F1.jpg?sw=200&sh=200&sm=fit,90.0
A06JJ05500,A06JJ,156,CORRIDA,50,CIRE,3666576015052,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JJ05F1.jpg?sw=200&sh=200&sm=fit,85.0
A06JK01000,A06JK,C54,BELUGA CHINE,0,DORS BIEN,3666576029042,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JK01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JK01010,A06JK,C54,BELUGA CHINE,1,DORS BIEN,3666576029172,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JK01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JK01070,A06JK,C54,BELUGA CHINE,7,DORS BIEN,3666576029080,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JK01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JK01420,A06JK,C54,BELUGA CHINE,42,DORS BIEN,3666576029097,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JK01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JK01460,A06JK,C54,BELUGA CHINE,46,DORS BIEN,3666576029073,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JK01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JK01480,A06JK,C54,BELUGA CHINE,48,DORS BIEN,3666576029059,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JK01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JK01490,A06JK,C54,BELUGA CHINE,49,DORS BIEN,3666576029066,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JK01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JL01450,A06JL,BFQ,MARSHMALLOW/MULTICO,45,DOUDOU,3666576045936,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JL01F1.jpg?sw=200&sh=200&sm=fit,15.0
A06JM01000,A06JM,BFQ,MARSHMALLOW/MULTICO,0,BODYJAMA,3666576053894,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JM01F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JM01010,A06JM,BFQ,MARSHMALLOW/MULTICO,1,BODYJAMA,3666576053917,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JM01F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JM01070,A06JM,BFQ,MARSHMALLOW/MULTICO,7,BODYJAMA,3666576053887,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JM01F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JM01420,A06JM,BFQ,MARSHMALLOW/MULTICO,42,BODYJAMA,3666576053924,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JM01F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JM01460,A06JM,BFQ,MARSHMALLOW/MULTICO,46,BODYJAMA,3666576053931,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JM01F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JM01480,A06JM,BFQ,MARSHMALLOW/MULTICO,48,BODYJAMA,3666576053900,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JM01F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JM01490,A06JM,BFQ,MARSHMALLOW/MULTICO,49,BODYJAMA,3666576053870,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JM01F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JN01000,A06JN,GCM,MARSHMALLOW/EDNA,0,DORS BIEN,3666576077111,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JN01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JN01010,A06JN,GCM,MARSHMALLOW/EDNA,1,DORS BIEN,3666576077128,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JN01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JN01070,A06JN,GCM,MARSHMALLOW/EDNA,7,DORS BIEN,3666576077210,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JN01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JN01420,A06JN,GCM,MARSHMALLOW/EDNA,42,DORS BIEN,3666576077098,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JN01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JN01460,A06JN,GCM,MARSHMALLOW/EDNA,46,DORS BIEN,3666576077104,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JN01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JN01480,A06JN,GCM,MARSHMALLOW/EDNA,48,DORS BIEN,3666576077081,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JN01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JN01490,A06JN,GCM,MARSHMALLOW/EDNA,49,DORS BIEN,3666576077135,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JN01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JO01000,A06JO,FOZ,SALINE,0,DORS BIEN,3666576083181,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JO01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JO01010,A06JO,FOZ,SALINE,1,DORS BIEN,3666576083204,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JO01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JO01070,A06JO,FOZ,SALINE,7,DORS BIEN,3666576083167,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JO01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JO01420,A06JO,FOZ,SALINE,42,DORS BIEN,3666576083174,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JO01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JO01460,A06JO,FOZ,SALINE,46,DORS BIEN,3666576083198,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JO01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JO01480,A06JO,FOZ,SALINE,48,DORS BIEN,3666576083211,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JO01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JO01490,A06JO,FOZ,SALINE,49,DORS BIEN,3666576083099,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JO01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01000,A06JP,BFQ,MARSHMALLOW/MULTICO,0,DORS BIEN,3666576003448,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01010,A06JP,BFQ,MARSHMALLOW/MULTICO,1,DORS BIEN,3666576003455,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01030,A06JP,BFQ,MARSHMALLOW/MULTICO,3,DORS BIEN,3666576003486,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01070,A06JP,BFQ,MARSHMALLOW/MULTICO,7,DORS BIEN,3666576003479,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01080,A06JP,BFQ,MARSHMALLOW/MULTICO,8,DORS BIEN,3666576003493,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01420,A06JP,BFQ,MARSHMALLOW/MULTICO,42,DORS BIEN,3666576003585,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01460,A06JP,BFQ,MARSHMALLOW/MULTICO,46,DORS BIEN,3666576003431,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01480,A06JP,BFQ,MARSHMALLOW/MULTICO,48,DORS BIEN,3666576003417,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JP01490,A06JP,BFQ,MARSHMALLOW/MULTICO,49,DORS BIEN,3666576003462,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JP01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JQ01050,A06JQ,GCO,ENNEIGE/MULTICO,5,COUPE VENT,3666576015175,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JQ01F1.jpg?sw=200&sh=200&sm=fit,60.0
A06JQ01060,A06JQ,GCO,ENNEIGE/MULTICO,6,COUPE VENT,3666576015182,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JQ01F1.jpg?sw=200&sh=200&sm=fit,60.0
A06JQ01100,A06JQ,GCO,ENNEIGE/MULTICO,10,COUPE VENT,3666576015205,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JQ01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JQ01110,A06JQ,GCO,ENNEIGE/MULTICO,11,COUPE VENT,3666576015212,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JQ01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JQ01120,A06JQ,GCO,ENNEIGE/MULTICO,12,COUPE VENT,3666576015229,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JQ01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JQ01130,A06JQ,GCO,ENNEIGE/MULTICO,13,COUPE VENT,3666576015236,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JQ01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JQ01500,A06JQ,GCO,ENNEIGE/MULTICO,50,COUPE VENT,3666576015199,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JQ01F1.jpg?sw=200&sh=200&sm=fit,60.0
A06JR01050,A06JR,GBU,AVALANCHE/EDNA/PEPS,5,PULL,3666576015465,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JR01F1.jpg?sw=200&sh=200&sm=fit,60.0
A06JR01060,A06JR,GBU,AVALANCHE/EDNA/PEPS,6,PULL,3666576015472,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JR01F1.jpg?sw=200&sh=200&sm=fit,60.0
A06JR01100,A06JR,GBU,AVALANCHE/EDNA/PEPS,10,PULL,3666576015502,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JR01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JR01110,A06JR,GBU,AVALANCHE/EDNA/PEPS,11,PULL,3666576015519,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JR01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JR01120,A06JR,GBU,AVALANCHE/EDNA/PEPS,12,PULL,3666576015526,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JR01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JR01130,A06JR,GBU,AVALANCHE/EDNA/PEPS,13,PULL,3666576015496,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JR01F1.jpg?sw=200&sh=200&sm=fit,65.0
A06JR01500,A06JR,GBU,AVALANCHE/EDNA/PEPS,50,PULL,3666576015489,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JR01F1.jpg?sw=200&sh=200&sm=fit,60.0
A06JT01100,A06JT,GBR,ULTRA BLEACH,10,PANTALON,3666072783493,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JT01F1.jpg?sw=200&sh=200&sm=fit,55.0
A06JT01110,A06JT,GBR,ULTRA BLEACH,11,PANTALON,3666072783509,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JT01F1.jpg?sw=200&sh=200&sm=fit,55.0
A06JT01120,A06JT,GBR,ULTRA BLEACH,12,PANTALON,3666072783516,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JT01F1.jpg?sw=200&sh=200&sm=fit,55.0
A06JT01130,A06JT,GBR,ULTRA BLEACH,13,PANTALON,3666072783523,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JT01F1.jpg?sw=200&sh=200&sm=fit,55.0
A06JU01050,A06JU,FX2,AVALANCHE/ROUGE,5,SHORT DE BAIN,3666576015564,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JU01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JU01060,A06JU,FX2,AVALANCHE/ROUGE,6,SHORT DE BAIN,3666576015571,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JU01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JU01100,A06JU,FX2,AVALANCHE/ROUGE,10,SHORT DE BAIN,3666576015601,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JU01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JU01110,A06JU,FX2,AVALANCHE/ROUGE,11,SHORT DE BAIN,3666576015618,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JU01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JU01120,A06JU,FX2,AVALANCHE/ROUGE,12,SHORT DE BAIN,3666576015625,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JU01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JU01130,A06JU,FX2,AVALANCHE/ROUGE,13,SHORT DE BAIN,3666576015595,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JU01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JU01500,A06JU,FX2,AVALANCHE/ROUGE,50,SHORT DE BAIN,3666576015588,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JU01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JV01050,A06JV,184,SMOKING,5,VESTE,3666576015786,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JV01F1.jpg?sw=200&sh=200&sm=fit,70.0
A06JV01060,A06JV,184,SMOKING,6,VESTE,3666576015793,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JV01F1.jpg?sw=200&sh=200&sm=fit,70.0
A06JV01100,A06JV,184,SMOKING,10,VESTE,3666576015823,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JV01F1.jpg?sw=200&sh=200&sm=fit,75.0
A06JV01110,A06JV,184,SMOKING,11,VESTE,3666576015830,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JV01F1.jpg?sw=200&sh=200&sm=fit,75.0
A06JV01120,A06JV,184,SMOKING,12,VESTE,3666576015847,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JV01F1.jpg?sw=200&sh=200&sm=fit,75.0
A06JV01130,A06JV,184,SMOKING,13,VESTE,3666576015816,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JV01F1.jpg?sw=200&sh=200&sm=fit,75.0
A06JV01500,A06JV,184,SMOKING,50,VESTE,3666576015809,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JV01F1.jpg?sw=200&sh=200&sm=fit,70.0
